vehicle_density,waiting_time,flow_rate,queue_length,emergency_vehicle,opposing_density,green_duration
18,3,6,6,0,5,18
96,49,50,28,0,62,47
37,14,35,18,0,35,30
8,14,11,3,0,3,11
97,41,40,21,0,57,56
91,50,40,26,0,57,53
59,28,23,11,0,41,29
58,35,34,12,0,58,38
67,23,26,16,0,54,20
1,6,7,5,0,3,18
32,26,27,12,0,51,43
14,11,18,3,0,9,19
5,8,13,8,0,2,14
56,22,34,5,0,69,22
7,3,10,7,0,0,11
71,41,52,25,0,55,48
66,32,22,16,0,36,25
82,54,44,27,0,66,53
0,1,0,7,0,17,16
28,24,35,9,0,52,43
25,14,24,15,0,31,33
83,50,49,29,0,76,53
33,16,36,12,0,27,43
74,52,46,25,0,68,53
47,35,34,12,0,34,20
55,31,29,6,0,55,29
55,25,31,14,0,53,35
63,13,36,16,0,54,21
5,0,14,7,0,4,16
59,33,29,17,0,67,31
2,1,4,8,0,15,15
67,29,33,8,0,65,30
89,46,44,28,0,73,59
95,58,58,29,0,54,57
91,49,45,22,0,53,49
18,0,17,7,0,17,19
43,35,35,16,0,60,26
96,56,57,28,0,84,59
86,52,42,23,0,54,53
10,10,15,7,1,9,15
23,30,24,11,0,67,39
13,3,19,7,0,8,14
54,21,26,5,0,31,40
97,44,42,20,0,91,59
99,50,51,27,1,58,55
36,20,32,5,0,58,28
87,49,51,29,0,90,53
80,53,49,22,0,66,46
95,57,41,23,0,80,52
58,34,32,6,0,52,25
82,57,53,21,1,64,49
15,14,10,1,0,17,13
22,13,35,10,0,28,31
43,23,36,13,0,29,30
47,25,20,10,0,50,41
42,37,39,6,0,42,20
62,11,31,19,0,44,25
47,15,26,7,0,36,25
60,11,24,9,0,63,29
66,19,37,12,0,55,28
50,33,30,8,0,63,29
9,8,0,5,0,13,15
7,6,17,3,0,11,16
25,31,32,12,0,57,41
2,8,14,1,0,16,19
71,40,44,23,0,50,51
45,25,35,16,0,33,31
67,26,31,8,0,49,44
80,58,57,23,0,77,53
50,22,35,19,0,42,33
31,35,36,12,0,61,37
12,9,1,3,0,6,18
53,31,39,8,0,55,40
37,11,33,14,0,61,37
97,51,40,26,0,88,53
42,21,32,10,0,47,43
48,14,23,7,0,45,42
48,31,22,13,0,67,34
65,10,26,6,0,44,35
69,15,36,12,0,38,21
42,22,29,19,0,47,25
2,3,8,9,0,7,19
2,11,8,8,0,1,16
44,28,37,16,0,29,42
23,19,21,16,0,65,34
98,51,41,26,0,69,59
61,35,39,5,0,52,42
11,14,13,6,0,5,17
45,12,33,16,0,25,27
84,56,48,29,0,97,47
36,15,33,6,0,65,42
61,25,26,16,1,25,25
91,56,47,21,0,70,50
39,12,23,13,0,63,38
10,12,0,5,0,15,11
42,27,36,8,0,49,34
44,13,20,12,0,33,30
93,53,55,29,0,85,56
53,15,39,19,1,35,43
11,14,18,5,0,16,18
66,25,32,6,0,44,35
54,37,20,6,0,60,28
2,1,0,8,0,15,12
24,23,34,16,0,20,20
30,39,37,18,0,43,29
9,12,0,2,0,15,16
75,40,59,27,0,93,45
60,29,27,17,0,50,34
45,18,38,18,0,24,26
55,30,20,14,0,30,40
16,7,4,9,0,12,13
53,13,33,13,0,48,34
23,15,26,17,1,36,23
89,52,48,21,0,72,46
44,39,36,11,0,29,44
11,12,11,0,0,13,10
57,39,38,17,0,57,25
20,28,30,14,0,55,25
8,10,17,3,0,12,16
9,12,17,0,0,18,15
6,10,7,3,0,10,17
76,55,55,23,0,68,56
44,24,39,18,0,54,31
19,4,10,6,0,8,11
77,55,43,22,0,87,47
31,11,28,7,0,50,32
56,16,33,6,0,25,40
5,1,6,0,0,13,16
8,2,10,2,0,3,14
78,53,55,25,0,59,51
12,13,2,2,0,9,10
99,47,59,20,0,98,53
26,14,23,11,0,24,24
14,9,7,6,0,3,13
95,57,43,29,0,80,49
74,44,43,28,0,87,55
20,25,30,10,0,25,36
41,27,29,12,0,23,29
45,13,35,9,0,25,43
90,46,49,26,0,77,54
89,50,53,23,0,78,47
89,58,54,22,0,69,57
34,13,25,6,0,34,31
78,46,47,23,0,51,58
44,30,28,12,0,47,21
16,7,1,6,0,1,14
51,16,33,17,0,53,29
93,42,50,22,1,53,48
53,18,37,12,0,52,20
36,28,22,11,0,68,22
12,13,14,2,0,0,11
82,56,52,24,0,80,50
88,51,46,21,0,67,51
5,0,9,7,0,16,12
72,46,50,21,0,83,59
23,23,34,16,0,68,22
37,33,20,17,0,24,37
89,42,45,28,0,68,51
50,19,26,9,0,55,36
4,0,16,0,0,1,18
46,28,28,8,0,38,24
32,15,31,17,0,40,34
24,14,24,9,0,53,28
66,13,25,18,0,62,40
65,22,37,13,0,62,39
62,35,25,5,0,33,44
18,12,19,7,0,17,17
51,14,21,9,0,64,31
84,40,46,21,0,92,57
78,55,50,22,0,81,59
67,37,20,13,0,39,24
40,14,23,13,0,44,42
9,0,5,9,0,9,13
20,12,32,19,0,63,20
57,18,20,16,0,52,21
4,9,19,5,0,8,19
94,45,44,24,0,69,46
27,13,39,11,0,60,31
72,45,54,26,0,50,55
15,6,8,5,0,15,17
61,23,36,7,0,67,33
65,25,27,6,0,54,25
15,5,3,2,0,1,16
83,50,56,24,0,63,45
21,16,23,12,0,52,29
73,56,44,25,0,73,46
44,36,22,16,0,67,32
94,50,50,24,0,63,52
88,44,59,26,0,61,54
13,0,6,4,0,5,13
37,29,32,12,0,47,43
56,12,32,19,0,53,23
73,56,46,21,1,59,45
23,36,38,14,0,22,27
39,28,28,14,0,22,39
59,23,27,15,0,61,30
74,53,59,27,0,85,46
38,12,28,11,0,25,25
53,38,35,7,0,35,31
80,55,44,23,0,92,46
3,11,9,5,0,14,14
5,14,18,3,0,16,14
11,9,18,9,0,19,13
28,35,38,8,0,26,34
13,8,15,1,0,2,12
67,32,38,13,0,62,31
96,47,53,20,0,96,51
11,2,11,5,0,2,15
5,4,0,2,0,11,13
80,47,48,26,0,71,59
45,26,28,7,0,32,36
3,11,8,5,0,13,13
70,57,43,29,0,74,45
78,55,54,23,0,93,51
35,37,38,10,0,57,34
77,46,55,28,0,83,48
10,13,2,1,0,4,15
6,11,6,6,0,12,12
69,16,36,16,0,38,42
86,46,55,20,0,96,53
64,16,38,17,0,36,23
37,31,36,7,0,45,25
63,24,28,17,0,35,26
26,12,39,9,0,57,34
0,1,3,4,0,9,13
99,43,59,23,0,94,52
39,30,27,18,0,40,25
29,36,22,17,0,50,29
9,2,18,9,0,4,17
3,8,12,0,0,14,19
69,38,32,8,0,67,38
11,6,13,1,0,3,10
95,56,50,26,0,66,53
75,56,55,26,0,53,58
86,48,50,26,0,56,50
20,15,32,19,0,49,36
43,37,32,15,0,58,38
13,4,15,4,0,1,14
45,24,22,13,0,58,23
47,24,26,13,0,30,44
40,22,32,6,0,66,38
28,28,30,10,0,43,29
69,39,26,7,0,67,36
15,4,19,0,0,8,10
53,22,20,10,0,37,40
76,51,56,29,0,93,47
44,36,38,11,0,26,33
7,14,15,7,0,16,13
30,22,25,10,0,58,31
29,10,35,11,0,25,41
19,3,15,0,0,19,11
8,14,15,8,0,6,11
22,20,27,15,0,63,25
46,24,39,19,0,57,38
39,29,37,6,0,54,25
31,14,26,8,0,38,25
28,13,35,11,0,30,36
19,14,5,1,0,2,16
59,29,34,17,0,38,44
70,51,57,21,0,99,45
6,9,17,6,0,5,15
90,56,43,20,0,64,59
20,22,25,14,0,31,38
4,1,18,8,0,12,10
53,33,33,8,0,57,37
34,16,25,17,0,20,40
7,14,11,9,0,15,12
12,3,6,6,0,9,17
84,47,46,29,0,95,56
63,23,30,7,0,54,25
28,11,25,18,0,49,42
65,30,29,10,0,37,39
39,31,39,15,0,59,23
42,33,27,18,0,61,30
22,24,21,6,0,65,28
63,19,20,12,0,44,30
0,0,5,3,0,4,12
81,57,53,29,0,80,54
69,37,27,8,0,29,25
69,30,36,11,0,28,23
50,28,28,11,0,25,30
41,15,39,12,0,41,37
32,33,24,8,0,38,37
86,55,40,24,0,50,58
65,33,21,19,0,32,38
66,25,30,7,0,50,24
34,18,24,9,0,48,25
73,59,51,23,0,82,53
53,14,35,16,0,40,26
98,45,43,21,1,86,54
18,6,1,6,0,15,19
47,23,31,17,0,59,36
9,9,12,1,0,16,15
12,11,3,4,0,5,13
24,36,21,8,0,22,25
24,27,33,14,0,41,44
49,25,30,8,0,35,42
65,17,35,10,0,39,38
18,8,18,1,0,0,14
24,37,39,9,0,48,29
48,15,20,12,0,51,44
76,49,51,24,0,64,45
14,0,10,7,0,15,19
41,36,34,13,0,41,31
18,11,4,1,0,11,10
45,38,31,18,0,31,43
70,44,40,26,0,64,56
31,33,25,11,0,24,42
97,51,50,23,0,89,51
15,2,15,6,0,12,14
48,16,39,6,0,37,41
90,55,43,27,0,78,53
31,23,29,9,0,29,32
0,5,0,9,0,9,16
98,40,52,24,0,62,55
87,44,44,21,0,50,47
61,20,32,8,0,50,30
87,59,44,21,0,99,50
80,50,52,23,0,80,56
61,37,27,18,0,26,44
26,16,28,7,0,59,39
52,25,23,12,0,59,20
52,34,26,19,0,52,28
81,46,48,24,0,71,46
78,40,49,24,0,61,54
25,22,27,11,0,53,29
29,24,39,14,0,44,21
96,49,51,25,0,85,49
52,10,29,8,0,56,30
20,14,37,17,0,58,31
13,5,15,9,0,10,10
9,9,2,5,0,0,15
64,11,38,16,0,55,23
35,30,27,17,0,21,42
10,4,15,3,0,7,15
18,8,3,3,0,5,10
35,15,28,7,1,29,26
39,36,23,16,0,54,21
10,3,8,5,0,2,16
97,52,57,22,0,75,52
25,36,31,19,0,29,22
26,35,27,15,0,38,33
84,41,45,24,0,80,53
2,3,1,0,0,2,19
14,2,2,3,0,5,16
64,15,22,9,0,65,42
45,11,25,11,0,40,30
22,11,26,9,0,59,28
99,47,49,21,0,92,49
22,29,21,6,0,36,25
50,35,20,16,0,27,32
59,31,20,17,0,24,42
12,9,4,9,0,1,14
90,48,48,28,0,85,52
60,38,22,10,0,38,24
47,33,22,12,0,42,41
92,49,56,22,0,52,48
13,10,1,4,0,1,18
39,32,20,12,0,37,29
78,50,40,20,0,99,45
32,36,27,16,0,21,40
32,37,27,19,0,58,36
26,21,33,6,0,67,28
31,39,21,15,0,65,31
76,43,52,25,0,85,48
97,40,52,23,0,90,54
41,16,35,5,0,60,33
27,34,34,18,0,23,38
1,11,7,7,0,15,16
36,34,22,5,0,37,42
26,19,35,16,0,37,34
39,23,21,17,0,52,35
18,9,19,4,0,8,14
13,10,12,6,0,1,12
52,34,23,17,0,28,22
16,14,11,2,0,16,10
60,26,39,16,0,67,42
5,1,8,4,0,17,19
61,38,37,11,0,63,23
47,31,30,5,0,68,30
9,3,1,8,0,2,11
25,39,24,15,0,63,28
21,26,28,14,0,47,25
14,1,11,3,0,19,14
36,11,23,6,0,32,36
91,57,42,24,0,87,51
37,18,37,10,0,69,44
49,32,32,15,0,68,28
70,52,46,29,1,94,49
34,21,30,12,0,24,29
93,57,42,28,0,73,54
97,47,46,24,0,75,56
0,12,3,5,0,17,18
20,13,23,6,0,37,37
34,26,24,15,0,53,36
86,57,58,28,1,94,52
57,22,37,18,0,28,42
7,12,10,9,0,13,12
50,13,20,6,0,64,33
44,17,37,18,0,31,43
34,20,37,5,0,64,22
8,9,0,1,0,4,18
95,58,47,28,0,53,52
5,3,4,0,0,18,13
18,3,13,8,0,15,12
94,56,54,27,0,50,46
90,52,50,25,0,54,47
97,56,44,22,0,61,47
14,14,10,1,0,17,15
27,19,39,6,0,37,35
91,41,50,23,0,65,58
6,11,11,3,0,5,17
24,33,29,15,0,51,28
63,21,30,10,0,27,29
70,51,44,23,0,71,59
22,20,30,9,0,23,29
37,39,34,11,0,54,22
79,45,50,20,0,85,55
7,3,3,5,0,1,18
97,55,50,27,1,91,51
2,1,10,7,0,3,17
66,32,21,11,0,45,32
13,3,12,6,0,11,10
91,41,57,20,0,81,59
78,47,47,21,0,87,51
20,19,27,12,0,67,33
17,3,8,7,0,15,15
16,5,10,3,0,10,17
29,15,36,10,0,32,25
64,19,23,9,0,47,37
58,30,20,14,0,48,39
17,4,5,9,0,18,19
79,51,43,29,0,68,50
28,23,29,12,0,38,22
5,12,18,1,0,5,14
58,32,39,14,0,64,34
23,16,22,13,0,28,42
45,17,37,12,0,21,20
80,43,50,29,0,75,57
70,48,46,24,0,58,46
36,39,20,14,0,57,28
23,17,23,7,0,60,30
38,30,39,11,0,21,38
84,46,44,26,0,72,58
64,10,35,8,0,57,21
27,34,28,18,0,69,28
69,26,31,17,0,61,42
43,30,36,13,1,56,22
37,36,22,11,0,62,24
26,39,33,17,0,45,28
61,28,36,13,0,25,28
97,48,40,21,0,85,56
37,19,20,14,0,44,32
64,14,21,14,0,65,36
62,31,24,16,0,28,36
46,17,31,18,0,29,43
97,47,53,22,0,94,59
82,55,40,27,0,80,52
16,11,8,6,0,9,14
4,0,1,8,0,11,11
22,11,26,16,0,48,41
58,38,32,7,0,66,27
5,8,18,2,0,5,17
16,2,3,8,0,5,19
45,30,32,11,0,32,29
11,12,1,7,0,18,14
61,22,28,11,0,30,27
35,19,25,14,0,38,23
36,23,29,10,0,67,28
63,37,33,14,0,23,25
47,38,32,11,0,29,29
73,51,53,26,0,59,56
22,36,27,11,0,23,40
14,3,9,9,0,11,18
87,59,40,22,0,80,59
41,14,31,16,0,60,34
63,14,20,10,0,69,25
81,44,46,29,0,58,57
3,14,19,6,0,13,19
43,37,33,13,0,63,33
88,51,55,29,0,64,49
44,30,36,15,0,69,39
28,37,22,7,0,42,41
3,11,11,3,0,1,13
47,16,21,15,0,32,23
49,34,32,14,0,47,37
70,52,41,23,0,99,58
73,57,41,24,0,85,59
13,4,16,8,0,18,12
58,10,20,14,0,24,31
22,38,38,8,1,30,21
98,51,43,29,1,60,51
63,38,21,18,0,20,26
94,55,43,27,0,53,56
79,55,58,20,0,78,55
99,45,43,28,0,91,58
2,10,1,0,0,11,16
12,5,13,5,0,1,16
65,13,22,19,0,52,33
42,36,36,15,0,30,41
64,17,27,13,0,26,44
10,1,17,5,0,15,17
25,34,21,14,0,40,34
66,31,30,8,0,34,35
75,42,45,26,0,94,56
71,46,56,26,0,96,48
17,13,13,5,0,12,19
55,21,37,15,0,55,27
98,43,51,28,0,59,59
8,8,6,1,0,17,16
88,55,47,22,0,83,57
61,30,30,8,0,39,43
67,12,27,7,0,64,30
82,42,45,26,1,50,58
26,34,28,5,0,31,23
41,34,26,19,0,65,40
61,12,25,17,0,60,33
7,0,2,5,0,17,19
20,31,27,17,0,65,38
97,55,58,24,0,53,49
93,40,57,24,0,72,58
51,27,27,9,0,57,29
58,39,23,17,0,41,40
99,52,41,23,0,55,55
74,44,55,23,0,78,59
86,48,52,23,0,97,51
80,52,57,24,0,55,59
73,53,43,21,0,97,53
62,23,36,17,0,62,28
66,35,20,12,0,44,33
85,58,55,26,0,57,49
83,59,42,27,0,63,50
90,44,58,29,0,51,49
88,41,42,26,0,66,45
2,5,13,2,0,18,17
74,40,51,28,0,52,51
97,49,47,21,0,88,55
58,10,20,10,0,67,22
90,43,56,29,0,61,54
35,28,26,5,0,52,33
14,9,1,2,0,11,11
63,11,37,7,0,49,35
84,51,51,29,1,80,48
95,58,53,29,0,76,55
10,7,18,8,0,13,15
45,12,23,9,0,49,39
61,35,31,12,0,61,43
29,16,37,8,0,31,27
24,10,34,13,0,37,30
69,35,20,16,0,62,21
94,41,48,20,0,80,50
66,10,37,8,0,55,34
28,21,33,8,0,23,24
81,47,43,22,0,67,48
83,56,45,25,0,81,54
95,42,40,21,0,69,48
29,31,38,5,0,23,44
27,10,27,7,0,67,28
90,52,58,24,0,85,56
50,30,38,14,0,23,35
50,35,32,9,0,58,33
11,12,8,8,0,11,10
99,53,48,27,0,94,56
33,28,25,8,0,29,32
73,56,54,24,0,78,54
18,4,3,8,0,11,19
0,0,4,3,0,2,12
69,13,26,5,0,59,25
61,26,38,16,0,40,38
50,22,24,16,0,60,24
67,20,28,12,0,30,28
41,20,25,14,0,33,22
55,31,21,17,0,52,41
63,16,36,17,0,58,38
46,39,30,6,0,61,31
95,50,40,23,0,68,55
90,50,42,25,0,85,50
34,31,23,12,0,48,37
21,25,34,9,0,31,29
59,36,31,5,0,46,42
82,57,49,24,0,85,53
26,34,31,14,0,47,31
73,51,47,27,0,79,59
53,15,36,16,0,26,27
4,6,6,1,0,6,14
68,34,27,6,0,60,31
7,5,7,9,0,14,17
90,53,54,23,0,56,51
18,13,0,6,0,9,11
28,35,34,12,0,54,38
38,24,33,14,0,53,44
37,10,28,11,0,36,32
97,45,44,29,0,92,49
65,22,24,16,0,42,29
6,6,3,7,0,19,17
72,41,49,25,0,65,50
93,51,54,25,0,97,46
57,26,21,6,0,24,23
59,18,37,19,0,30,35
3,4,8,8,0,10,14
19,2,17,2,0,17,15
18,11,14,4,0,11,16
58,29,22,8,0,66,39
36,27,27,12,0,60,39
56,36,29,5,0,35,37
89,54,57,24,0,95,52
62,24,30,11,0,39,39
73,40,41,29,0,51,46
93,53,42,24,0,59,50
62,27,33,14,0,58,40
79,58,52,25,0,93,52
53,25,27,12,0,32,25
58,22,23,13,0,22,42
29,37,31,6,0,63,39
7,6,6,4,0,4,16
68,36,22,5,0,27,30
89,41,50,23,0,91,49
41,34,21,11,0,44,31
28,32,23,16,0,48,40
95,51,50,24,0,97,59
35,36,22,6,0,68,39
78,43,46,26,1,71,53
42,12,35,10,0,58,41
67,27,29,17,0,22,35
71,51,47,22,0,99,48
68,27,37,13,0,56,30
9,14,3,6,0,15,14
20,19,31,18,0,66,43
53,22,37,17,0,62,33
2,8,4,6,0,17,17
69,11,39,17,0,56,24
11,3,11,8,0,18,15
62,32,32,6,0,61,32
64,11,22,17,0,40,38
39,31,29,11,0,49,27
81,49,53,25,1,94,49
20,31,29,14,0,61,25
77,45,45,20,0,56,49
5,7,2,7,0,16,12
13,8,5,6,0,4,12
6,8,11,8,0,15,16
84,44,51,23,0,76,57
32,14,31,6,0,69,43
15,0,1,0,0,2,12
70,46,46,28,0,81,49
97,59,51,27,1,60,59
37,29,20,5,0,48,43
75,44,52,29,0,53,51
78,58,59,28,0,71,45
15,4,8,0,0,2,13
98,46,54,26,0,86,58
71,51,58,26,0,74,53
48,15,32,8,1,26,41
40,31,26,16,0,31,34
17,9,7,5,0,11,10
87,51,55,25,0,90,58
91,43,54,23,0,67,46
50,19,39,8,0,22,40
29,16,31,11,0,32,20
88,58,52,26,0,75,50
42,29,30,12,0,53,36
87,51,42,20,1,78,50
50,17,39,10,0,64,38
84,46,42,22,0,59,56
65,17,30,19,0,24,30
86,51,57,26,0,63,52
88,59,57,28,0,53,57
31,39,36,14,0,63,25
19,11,12,4,0,19,19
95,44,47,20,0,65,55
61,25,32,7,0,39,27
30,38,39,7,0,51,26
44,27,28,17,0,34,38
72,47,52,22,0,50,47
87,53,46,26,0,78,50
25,27,32,12,0,51,23
89,44,49,25,0,54,50
38,20,34,6,0,36,31
89,46,41,27,0,96,56
20,30,39,9,0,47,22
96,58,59,21,0,64,52
71,58,47,25,0,91,49
61,33,24,9,0,64,34
80,40,43,28,0,79,54
12,6,6,5,0,11,17
14,11,15,0,0,12,12
60,30,35,11,0,60,37
4,10,4,2,0,6,13
46,15,25,10,0,54,29
87,49,48,23,0,78,56
81,58,49,26,0,52,59
83,59,41,28,0,55,45
32,19,31,11,0,53,22
14,7,18,1,0,18,11
85,49,42,28,0,73,57
62,16,21,7,0,46,37
16,2,19,8,0,0,18
59,36,28,11,0,67,25
10,4,16,4,0,2,12
72,42,40,27,0,79,54
80,47,58,25,0,99,47
60,25,31,8,0,27,40
10,7,4,6,0,13,16
68,13,39,10,0,43,20
49,13,32,10,0,33,44
88,45,41,28,0,62,46
91,43,46,26,0,91,53
61,34,33,15,0,21,38
13,14,18,9,0,14,17
96,45,50,27,0,67,45
22,36,32,10,0,20,23
10,10,7,3,0,9,10
32,31,20,16,0,20,25
95,49,40,28,0,83,58
22,27,27,13,0,21,35
73,44,40,25,0,73,55
87,53,57,28,0,93,49
93,52,48,25,0,67,59
89,55,56,22,0,96,54
46,25,35,7,0,38,21
14,9,9,3,0,5,17
98,58,53,22,0,95,58
58,30,30,6,0,49,31
48,26,20,10,0,33,29
6,6,13,5,0,14,18
43,20,24,15,0,57,26
44,32,33,7,0,62,26
65,31,22,5,0,40,30
22,22,37,12,0,53,27
42,33,20,12,0,36,26
43,18,37,19,0,41,36
5,2,7,5,0,12,14
53,21,26,10,0,27,25
88,48,59,21,0,89,49
18,0,12,0,0,2,16
2,12,11,0,0,18,19
14,13,15,3,0,7,18
12,8,0,4,0,5,18
45,35,38,15,0,68,26
75,40,48,26,0,53,45
67,11,22,18,0,29,22
74,50,45,20,0,88,51
81,51,40,28,0,61,56
81,43,51,21,1,82,51
40,32,27,7,0,23,42
68,37,28,14,1,51,38
63,10,36,11,0,43,41
19,6,11,4,0,16,18
89,44,56,23,0,99,46
35,20,27,17,0,69,27
68,11,34,13,0,47,26
73,55,51,20,0,65,51
28,23,28,19,0,55,22
3,13,17,2,0,12,18
67,23,29,10,0,43,35
90,46,58,29,0,57,55
8,11,5,3,0,11,17
41,39,26,19,0,23,25
21,33,22,19,0,27,31
21,24,27,15,0,30,36
40,31,20,8,0,34,40
61,29,25,7,0,43,34
29,18,37,13,0,69,28
81,48,58,23,0,86,59
5,12,5,7,0,9,18
23,33,34,9,0,44,25
63,37,23,5,0,44,32
5,13,13,1,0,2,11
23,20,33,13,0,22,26
26,33,35,18,0,45,41
68,27,23,5,0,36,32
22,21,36,10,0,58,30
35,14,38,10,0,26,28
32,25,23,11,0,34,44
65,16,37,13,0,27,39
38,29,22,11,0,37,34
40,31,27,15,0,67,26
72,41,42,27,0,53,59
32,31,36,17,0,41,37
21,19,26,19,0,58,34
52,24,22,19,0,21,36
80,56,41,20,0,55,55
80,44,49,24,0,73,55
22,38,25,14,0,58,37
9,8,12,8,0,8,18
40,31,34,9,0,55,30
0,2,14,0,0,15,10
98,45,54,28,0,70,57
54,29,33,6,0,28,32
35,14,20,12,0,65,21
40,16,31,19,0,41,21
96,50,41,22,0,98,56
12,12,4,4,0,6,16
72,52,42,25,0,76,57
74,42,58,28,0,97,45
41,18,33,15,0,29,42
45,13,30,15,0,22,37
45,27,26,9,0,25,22
90,44,50,23,0,94,52
21,27,37,10,0,36,23
85,48,50,25,0,95,46
66,31,39,11,0,57,32
7,10,16,8,0,9,15
65,11,24,5,0,49,37
43,35,27,16,0,49,42
50,37,33,15,0,60,33
87,49,46,27,0,76,55
68,14,29,14,0,36,39
56,32,23,14,0,53,20
29,10,32,5,0,28,26
48,11,37,16,0,61,36
10,6,10,7,0,14,12
94,49,55,23,0,51,57
61,18,37,19,0,43,24
25,17,27,13,0,44,33
20,37,22,13,0,63,31
98,47,42,24,0,60,59
26,28,26,14,0,46,40
20,22,25,10,1,24,22
34,12,35,6,0,62,22
61,14,27,10,0,35,31
73,56,42,21,0,83,57
93,42,40,29,0,71,58
0,6,8,7,0,14,10
27,32,22,13,0,57,39
43,36,31,16,0,50,22
96,56,45,21,0,76,45
56,19,21,19,0,65,33
41,25,33,14,0,31,24
12,7,11,2,0,16,13
57,22,25,17,0,30,35
29,22,27,11,0,60,27
56,36,24,15,0,43,32
91,50,54,29,0,72,53
55,30,35,19,1,40,39
36,12,26,16,1,56,25
16,6,2,3,0,0,13
26,30,26,5,0,42,22
81,53,48,29,0,73,47
28,33,21,11,0,26,28
97,46,40,21,0,78,55
97,49,54,26,0,70,52
52,35,23,19,0,51,44
72,49,41,21,0,90,51
71,41,44,26,0,84,58
67,26,27,18,0,40,27
53,34,29,9,0,51,20
29,35,38,17,0,54,32
27,21,36,13,0,46,21
95,40,58,20,0,69,52
81,43,54,22,0,55,45
31,26,38,5,0,35,24
28,32,27,13,0,22,42
42,21,23,15,0,42,28
53,16,37,6,0,61,22
45,12,28,15,0,46,22
66,32,36,18,0,45,32
70,49,43,29,1,84,45
18,3,12,7,0,10,18
55,35,24,17,0,42,34
95,40,56,28,0,90,56
87,48,43,26,0,74,54
83,44,50,20,0,50,49
27,10,27,18,0,68,28
25,10,28,5,0,47,30
63,15,36,15,0,27,31
40,30,32,14,0,55,27
1,8,7,7,0,15,14
32,20,35,6,0,57,27
67,30,30,14,0,53,41
10,3,2,7,0,4,15
45,16,32,14,0,30,30
75,59,45,26,0,99,55
61,19,26,14,0,24,44
6,3,17,3,0,6,13
17,10,13,9,0,11,11
56,28,34,14,0,59,34
32,38,24,14,0,37,34
59,13,28,7,0,54,31
88,46,50,22,0,81,53
84,50,54,24,0,68,57
85,41,41,20,0,71,48
48,19,31,15,1,25,39
44,30,27,6,0,33,25
5,4,14,5,0,15,11
54,39,39,12,0,33,37
84,52,58,25,0,62,48
88,54,42,23,1,62,50
59,30,33,8,0,34,35
36,15,35,6,0,48,40
11,4,1,5,0,5,10
47,17,33,8,0,27,29
18,13,3,5,0,12,19
49,25,39,15,0,26,36
58,36,21,16,0,53,24
25,15,35,18,0,46,22
55,15,22,13,0,22,25
8,14,8,4,0,15,12
2,6,6,4,0,19,17
34,15,35,9,0,25,22
29,16,32,5,0,41,23
99,53,54,20,0,53,46
67,17,23,6,0,56,44
90,52,44,25,0,75,50
80,40,43,22,0,65,57
50,33,34,14,0,68,41
12,9,14,1,0,10,15
27,35,36,12,0,24,25
13,0,15,8,0,1,13
55,14,25,8,0,69,22
12,9,2,0,0,14,17
23,24,26,19,0,22,42
70,48,51,21,0,80,47
65,13,32,17,0,40,21
14,2,13,1,0,0,12
48,17,36,5,0,49,20
63,14,39,19,0,31,44
65,16,23,17,0,46,43
16,0,0,1,0,8,14
53,12,23,7,0,31,34
0,12,5,0,0,12,10
46,34,21,6,0,48,39
98,49,41,23,0,99,58
74,47,50,27,0,70,51
86,58,42,21,0,81,59
58,29,33,11,0,65,41
41,14,34,16,0,36,43
38,19,31,6,0,56,34
82,59,50,21,0,77,59
63,22,28,19,0,51,41
63,19,26,18,0,55,27
38,14,22,14,0,61,41
58,28,34,16,0,64,39
93,42,45,20,0,82,57
73,44,41,27,0,91,58
80,56,49,20,0,82,56
93,54,43,23,0,84,48
6,4,2,5,0,9,10
20,10,33,14,0,21,39
96,54,46,27,0,97,54
76,59,48,28,1,79,52
27,38,27,10,0,33,43
26,12,34,15,0,37,33
53,13,33,11,0,56,39
77,51,57,27,0,85,56
62,10,21,15,0,52,22
15,4,19,3,0,3,13
82,52,59,26,0,91,56
49,25,21,10,0,31,36
38,34,36,10,0,34,38
45,21,31,12,0,42,29
30,32,20,8,0,40,27
36,24,20,16,0,50,40
16,5,3,7,0,13,15
41,24,39,15,0,50,28
42,14,32,11,0,24,42
27,16,31,10,0,23,42
49,12,24,19,0,56,32
0,13,10,3,0,15,14
34,13,35,10,0,27,40
53,39,31,14,0,65,38
41,28,36,7,0,61,43
42,38,37,7,0,69,26
22,11,38,16,0,44,30
1,11,8,5,0,4,15
81,41,55,20,0,94,45
22,11,31,12,0,46,37
94,51,58,20,0,50,52
2,5,3,7,0,4,16
12,11,3,5,0,5,15
54,38,27,8,0,37,26
25,33,35,9,0,57,21
8,14,13,4,0,4,10
2,8,8,5,0,19,10
74,56,55,20,0,67,45
43,37,31,8,0,33,24
67,15,22,8,0,33,26
18,10,14,7,0,11,17
94,49,50,28,0,95,47
37,26,24,18,0,46,40
2,14,7,8,0,12,17
49,16,35,5,0,38,39
93,41,44,25,0,87,55
72,47,57,20,0,54,56
17,7,12,1,0,11,17
8,10,15,5,0,15,13
16,13,16,0,0,1,10
0,11,12,9,0,17,16
84,46,53,28,0,97,49
38,29,31,12,0,57,39
60,11,37,5,0,63,22
51,28,29,10,0,41,35
51,35,37,9,0,57,21
13,0,18,3,0,1,15
77,51,42,21,0,72,45
59,35,33,17,0,34,32
